support,itemsets,length
0.06786516853932584,"ARTISAN PASTA PENNE, ITALIAN EXTRA VIRGIN OLIVE OIL",2
0.06741573033707865,"HEART OF WICKER LARGE, REGENCY CAKESTAND 3 TIER",2
0.06606741573033707,"CERAMIC PLANT POT WHITE, GARDENING GLOVES PAIR",2
0.06561797752808989,"CAPPUCCINO CUP & SAUCER, CROISSANT ALL BUTTER",2
0.06561797752808989,"CAPPUCCINO CUP & SAUCER, PAIN AU CHOCOLAT",2
0.06561797752808989,"ARTISAN PASTA PENNE, GARLIC HERB BREADSTICKS",2
0.06471910112359551,"ALMOND DANISH, PAIN AU CHOCOLAT",2
0.06426966292134831,"BLUEBERRY SCONE, CAPPUCCINO CUP & SAUCER",2
0.06426966292134831,"COLOMBIAN ROAST COFFEE, FRENCH VANILLA SYRUP",2
0.06382022471910112,"REGENCY CAKESTAND 3 TIER, WHITE HANGING HEART T-LIGHT HOLDER",2
0.06337078651685393,"CERAMIC PLANT POT WHITE, WATERING CAN GREEN 2L",2
0.06337078651685393,"ITALIAN EXTRA VIRGIN OLIVE OIL, ORGANIC TOMATO BASIL SAUCE",2
0.06337078651685393,"AGED PARMESAN REGGIANO, ARTISAN PASTA PENNE",2
0.06292134831460675,"FRENCH VANILLA SYRUP, PURE CANE SUGAR",2
0.06292134831460675,"CERAMIC COFFEE MUG, PURE CANE SUGAR",2
0.06292134831460675,"DARK CHOCOLATE BAR 85%, FRENCH VANILLA SYRUP",2
0.06247191011235955,"HEART OF WICKER LARGE, WHITE HANGING HEART T-LIGHT HOLDER",2
0.06247191011235955,"GARLIC HERB BREADSTICKS, ORGANIC TOMATO BASIL SAUCE",2
0.06247191011235955,"ALMOND DANISH, CAPPUCCINO CUP & SAUCER",2
0.062022471910112356,"BLUEBERRY SCONE, PAIN AU CHOCOLAT",2
0.062022471910112356,"ORGANIC EGGS DOZEN, WHOLE WHEAT BREAD",2
0.062022471910112356,"DARK CHOCOLATE BAR 85%, PURE CANE SUGAR",2
0.06157303370786517,"COLOMBIAN ROAST COFFEE, PURE CANE SUGAR",2
0.060674157303370786,"SET OF 3 CAKE TINS PANTRY, WHITE HANGING HEART T-LIGHT HOLDER",2
0.060674157303370786,"REGENCY CAKESTAND 3 TIER, SET OF 3 CAKE TINS PANTRY",2
0.060674157303370786,"CERAMIC COFFEE MUG, COLOMBIAN ROAST COFFEE",2
0.060674157303370786,"LED GROW LIGHT BULB, WATERING CAN GREEN 2L",2
0.060674157303370786,"GARDENING GLOVES PAIR, LED GROW LIGHT BULB",2
0.060674157303370786,"CERAMIC PLANT POT WHITE, LED GROW LIGHT BULB",2
0.060674157303370786,"AGED PARMESAN REGGIANO, ITALIAN EXTRA VIRGIN OLIVE OIL",2
0.0602247191011236,"MONITOR LIGHT BAR, WIRELESS ERGONOMIC MOUSE",2
0.0602247191011236,"ORGANIC WHOLE MILK, WHOLE WHEAT BREAD",2
0.0602247191011236,"HEART OF WICKER SMALL, REGENCY CAKESTAND 3 TIER",2
0.0602247191011236,"COLOMBIAN ROAST COFFEE, DARK CHOCOLATE BAR 85%",2
0.059775280898876404,"HEART OF WICKER LARGE, SET OF 3 CAKE TINS PANTRY",2
0.059775280898876404,"ORGANIC EGGS DOZEN, SWEET CREAM BUTTER",2
0.059325842696629216,"BLUEBERRY SCONE, CROISSANT ALL BUTTER",2
0.05887640449438202,"MECHANICAL KEYBOARD, MONITOR LIGHT BAR",2
0.05887640449438202,"STRAWBERRY PRESERVES, WHOLE WHEAT BREAD",2
0.05887640449438202,"GARDENING GLOVES PAIR, ORGANIC POTTING SOIL 10L",2
0.05887640449438202,"AGED PARMESAN REGGIANO, GARLIC HERB BREADSTICKS",2
0.058426966292134834,"CERAMIC COFFEE MUG, DARK CHOCOLATE BAR 85%",2
0.058426966292134834,"HEART OF WICKER SMALL, WHITE HANGING HEART T-LIGHT HOLDER",2
0.05797752808988764,"LARGE DESK PAD BLACK, MONITOR LIGHT BAR",2
0.05797752808988764,"MONITOR LIGHT BAR, USB-C MULTIPORT ADAPTER",2
0.05797752808988764,"ORGANIC EGGS DOZEN, STRAWBERRY PRESERVES",2
0.05797752808988764,"STRAWBERRY PRESERVES, SWEET CREAM BUTTER",2
0.05797752808988764,"CERAMIC COFFEE MUG, FRENCH VANILLA SYRUP",2
0.05752808988764045,"MECHANICAL KEYBOARD, USB-C MULTIPORT ADAPTER",2
0.05752808988764045,"ORGANIC EGGS DOZEN, ORGANIC WHOLE MILK",2
0.05752808988764045,"HEART OF WICKER SMALL, SET OF 3 CAKE TINS PANTRY",2
0.05707865168539326,"LARGE DESK PAD BLACK, MECHANICAL KEYBOARD",2
0.05707865168539326,"ALMOND DANISH, BLUEBERRY SCONE",2
0.05662921348314607,"MECHANICAL KEYBOARD, WIRELESS ERGONOMIC MOUSE",2
0.05662921348314607,"ORGANIC POTTING SOIL 10L, WATERING CAN GREEN 2L",2
0.056179775280898875,"ORGANIC WHOLE MILK, SWEET CREAM BUTTER",2
0.056179775280898875,"HEART OF WICKER LARGE, HEART OF WICKER SMALL",2
0.05528089887640449,"LARGE DESK PAD BLACK, USB-C MULTIPORT ADAPTER",2
0.05528089887640449,"CERAMIC PLANT POT WHITE, ORGANIC POTTING SOIL 10L",2
0.05528089887640449,"SWEET CREAM BUTTER, WHOLE WHEAT BREAD",2
0.054831460674157305,"USB-C MULTIPORT ADAPTER, WIRELESS ERGONOMIC MOUSE",2
0.054831460674157305,"AGED PARMESAN REGGIANO, ORGANIC TOMATO BASIL SAUCE",2
0.05393258426966292,"LED GROW LIGHT BULB, ORGANIC POTTING SOIL 10L",2
0.05348314606741573,"ORGANIC WHOLE MILK, STRAWBERRY PRESERVES",2
0.05078651685393258,"LARGE DESK PAD BLACK, WIRELESS ERGONOMIC MOUSE",2
0.04044943820224719,"ARTISAN PASTA PENNE, ITALIAN EXTRA VIRGIN OLIVE OIL, ORGANIC TOMATO BASIL SAUCE",3
0.04,"ARTISAN PASTA PENNE, GARLIC HERB BREADSTICKS, ORGANIC TOMATO BASIL SAUCE",3
0.039550561797752806,"ARTISAN PASTA PENNE, GARLIC HERB BREADSTICKS, ITALIAN EXTRA VIRGIN OLIVE OIL",3
0.03910112359550562,"ALMOND DANISH, CROISSANT ALL BUTTER, PAIN AU CHOCOLAT",3
0.03910112359550562,"CERAMIC PLANT POT WHITE, LED GROW LIGHT BULB, WATERING CAN GREEN 2L",3
0.038651685393258424,"AGED PARMESAN REGGIANO, ARTISAN PASTA PENNE, ITALIAN EXTRA VIRGIN OLIVE OIL",3
0.03775280898876404,"HEART OF WICKER LARGE, REGENCY CAKESTAND 3 TIER, WHITE HANGING HEART T-LIGHT HOLDER",3
0.037303370786516854,"CAPPUCCINO CUP & SAUCER, CROISSANT ALL BUTTER, PAIN AU CHOCOLAT",3
0.037303370786516854,"CERAMIC PLANT POT WHITE, GARDENING GLOVES PAIR, WATERING CAN GREEN 2L",3
0.037303370786516854,"GARLIC HERB BREADSTICKS, ITALIAN EXTRA VIRGIN OLIVE OIL, ORGANIC TOMATO BASIL SAUCE",3
0.036853932584269666,"HEART OF WICKER LARGE, REGENCY CAKESTAND 3 TIER, SET OF 3 CAKE TINS PANTRY",3
0.03640449438202247,"BLUEBERRY SCONE, CAPPUCCINO CUP & SAUCER, CROISSANT ALL BUTTER",3
0.03640449438202247,"GARDENING GLOVES PAIR, LED GROW LIGHT BULB, WATERING CAN GREEN 2L",3
0.035955056179775284,"BLUEBERRY SCONE, CAPPUCCINO CUP & SAUCER, PAIN AU CHOCOLAT",3
0.035955056179775284,"ALMOND DANISH, CAPPUCCINO CUP & SAUCER, CROISSANT ALL BUTTER",3
0.035955056179775284,"AGED PARMESAN REGGIANO, GARLIC HERB BREADSTICKS, ITALIAN EXTRA VIRGIN OLIVE OIL",3
0.03550561797752809,"COLOMBIAN ROAST COFFEE, FRENCH VANILLA SYRUP, PURE CANE SUGAR",3
0.03550561797752809,"CERAMIC COFFEE MUG, FRENCH VANILLA SYRUP, PURE CANE SUGAR",3
0.03550561797752809,"HEART OF WICKER LARGE, HEART OF WICKER SMALL, REGENCY CAKESTAND 3 TIER",3
0.03550561797752809,"CERAMIC PLANT POT WHITE, GARDENING GLOVES PAIR, LED GROW LIGHT BULB",3
0.03550561797752809,"AGED PARMESAN REGGIANO, ARTISAN PASTA PENNE, GARLIC HERB BREADSTICKS",3
0.03550561797752809,"AGED PARMESAN REGGIANO, ARTISAN PASTA PENNE, ORGANIC TOMATO BASIL SAUCE",3
0.0350561797752809,"DARK CHOCOLATE BAR 85%, FRENCH VANILLA SYRUP, PURE CANE SUGAR",3
0.0350561797752809,"CERAMIC COFFEE MUG, COLOMBIAN ROAST COFFEE, PURE CANE SUGAR",3
0.0350561797752809,"CERAMIC PLANT POT WHITE, GARDENING GLOVES PAIR, ORGANIC POTTING SOIL 10L",3
0.03460674157303371,"REGENCY CAKESTAND 3 TIER, SET OF 3 CAKE TINS PANTRY, WHITE HANGING HEART T-LIGHT HOLDER",3
0.03460674157303371,"CERAMIC COFFEE MUG, DARK CHOCOLATE BAR 85%, PURE CANE SUGAR",3
0.03460674157303371,"HEART OF WICKER LARGE, HEART OF WICKER SMALL, WHITE HANGING HEART T-LIGHT HOLDER",3
0.03415730337078652,"BLUEBERRY SCONE, CROISSANT ALL BUTTER, PAIN AU CHOCOLAT",3
0.03415730337078652,"ALMOND DANISH, BLUEBERRY SCONE, PAIN AU CHOCOLAT",3
0.03415730337078652,"HEART OF WICKER LARGE, SET OF 3 CAKE TINS PANTRY, WHITE HANGING HEART T-LIGHT HOLDER",3
0.03415730337078652,"ORGANIC EGGS DOZEN, ORGANIC WHOLE MILK, WHOLE WHEAT BREAD",3
0.033707865168539325,"ALMOND DANISH, BLUEBERRY SCONE, CAPPUCCINO CUP & SAUCER",3
0.033707865168539325,"ALMOND DANISH, BLUEBERRY SCONE, CROISSANT ALL BUTTER",3
0.033707865168539325,"HEART OF WICKER SMALL, REGENCY CAKESTAND 3 TIER, WHITE HANGING HEART T-LIGHT HOLDER",3
0.033707865168539325,"ALMOND DANISH, CAPPUCCINO CUP & SAUCER, PAIN AU CHOCOLAT",3
0.033707865168539325,"GARDENING GLOVES PAIR, ORGANIC POTTING SOIL 10L, WATERING CAN GREEN 2L",3
0.03325842696629214,BICYCLE PUNCTURE REPAIR KIT,1
0.03325842696629214,"LARGE DESK PAD BLACK, MECHANICAL KEYBOARD, USB-C MULTIPORT ADAPTER",3
0.03325842696629214,"HEART OF WICKER SMALL, SET OF 3 CAKE TINS PANTRY, WHITE HANGING HEART T-LIGHT HOLDER",3
0.03280898876404494,"MECHANICAL KEYBOARD, MONITOR LIGHT BAR, USB-C MULTIPORT ADAPTER",3
0.03280898876404494,"ORGANIC EGGS DOZEN, STRAWBERRY PRESERVES, SWEET CREAM BUTTER",3
0.03280898876404494,"GARDENING GLOVES PAIR, LED GROW LIGHT BULB, ORGANIC POTTING SOIL 10L",3
0.032359550561797755,VINTAGE UNION JACK CUSHION,1
0.032359550561797755,"LARGE DESK PAD BLACK, MECHANICAL KEYBOARD, MONITOR LIGHT BAR",3
0.032359550561797755,"ORGANIC EGGS DOZEN, ORGANIC WHOLE MILK, SWEET CREAM BUTTER",3
0.032359550561797755,"CERAMIC COFFEE MUG, COLOMBIAN ROAST COFFEE, FRENCH VANILLA SYRUP",3
0.032359550561797755,"CERAMIC COFFEE MUG, COLOMBIAN ROAST COFFEE, DARK CHOCOLATE BAR 85%",3
0.032359550561797755,"HEART OF WICKER SMALL, REGENCY CAKESTAND 3 TIER, SET OF 3 CAKE TINS PANTRY",3
0.032359550561797755,"COLOMBIAN ROAST COFFEE, DARK CHOCOLATE BAR 85%, FRENCH VANILLA SYRUP",3
0.032359550561797755,"CERAMIC PLANT POT WHITE, ORGANIC POTTING SOIL 10L, WATERING CAN GREEN 2L",3
0.03191011235955056,SCENTED CANDLE LAVENDER,1
0.03191011235955056,"MECHANICAL KEYBOARD, USB-C MULTIPORT ADAPTER, WIRELESS ERGONOMIC MOUSE",3
0.03191011235955056,"ORGANIC WHOLE MILK, STRAWBERRY PRESERVES, WHOLE WHEAT BREAD",3
0.03191011235955056,"HEART OF WICKER LARGE, HEART OF WICKER SMALL, SET OF 3 CAKE TINS PANTRY",3
0.03191011235955056,"CERAMIC PLANT POT WHITE, LED GROW LIGHT BULB, ORGANIC POTTING SOIL 10L",3
0.03191011235955056,"AGED PARMESAN REGGIANO, GARLIC HERB BREADSTICKS, ORGANIC TOMATO BASIL SAUCE",3
0.03146067415730337,BATHROOM SCALE VINTAGE,1
0.031011235955056178,"MECHANICAL KEYBOARD, MONITOR LIGHT BAR, WIRELESS ERGONOMIC MOUSE",3
0.031011235955056178,"LARGE DESK PAD BLACK, MONITOR LIGHT BAR, USB-C MULTIPORT ADAPTER",3
0.031011235955056178,"AGED PARMESAN REGGIANO, ITALIAN EXTRA VIRGIN OLIVE OIL, ORGANIC TOMATO BASIL SAUCE",3
0.03056179775280899,"MONITOR LIGHT BAR, USB-C MULTIPORT ADAPTER, WIRELESS ERGONOMIC MOUSE",3
0.03056179775280899,"COLOMBIAN ROAST COFFEE, DARK CHOCOLATE BAR 85%, PURE CANE SUGAR",3
0.03056179775280899,"ORGANIC EGGS DOZEN, SWEET CREAM BUTTER, WHOLE WHEAT BREAD",3
0.0301123595505618,GLASS STORAGE JAR LARGE,1
0.0301123595505618,"LARGE DESK PAD BLACK, MONITOR LIGHT BAR, WIRELESS ERGONOMIC MOUSE",3
0.0301123595505618,"ORGANIC WHOLE MILK, STRAWBERRY PRESERVES, SWEET CREAM BUTTER",3
0.0301123595505618,"LED GROW LIGHT BULB, ORGANIC POTTING SOIL 10L, WATERING CAN GREEN 2L",3
0.029662921348314608,EMERGENCY FIRST AID TIN,1
0.029213483146067417,WALL CLOCK RETRO RED,1
0.029213483146067417,VINTAGE SNAP CARDS,1
0.028764044943820226,RETRO SPOT TEA TOWEL,1
0.028764044943820226,"CERAMIC COFFEE MUG, DARK CHOCOLATE BAR 85%, FRENCH VANILLA SYRUP",3
0.028314606741573035,"ORGANIC EGGS DOZEN, STRAWBERRY PRESERVES, WHOLE WHEAT BREAD",3
0.027865168539325844,GLASS STORAGE JAR SMALL,1
0.027865168539325844,"LARGE DESK PAD BLACK, USB-C MULTIPORT ADAPTER, WIRELESS ERGONOMIC MOUSE",3
0.027865168539325844,"STRAWBERRY PRESERVES, SWEET CREAM BUTTER, WHOLE WHEAT BREAD",3
0.027865168539325844,"ORGANIC EGGS DOZEN, ORGANIC WHOLE MILK, STRAWBERRY PRESERVES",3
0.027865168539325844,"ORGANIC WHOLE MILK, SWEET CREAM BUTTER, WHOLE WHEAT BREAD",3
0.027415730337078652,SET OF 6 SPICE JARS,1
0.027415730337078652,"LARGE DESK PAD BLACK, MECHANICAL KEYBOARD, WIRELESS ERGONOMIC MOUSE",3
0.02696629213483146,RETRO SPOT APRON,1
0.02651685393258427,"ARTISAN PASTA PENNE, GARLIC HERB BREADSTICKS, ITALIAN EXTRA VIRGIN OLIVE OIL, ORGANIC TOMATO BASIL SAUCE",4
0.02606741573033708,WOODEN PICTURE FRAME,1
0.02606741573033708,FELTCRAFT DOLL ROSIE,1
0.025168539325842697,CHILLI LIGHTS STRING,1
0.025168539325842697,HAND WARMER BIRD DESIGN,1
0.025168539325842697,RECIPE BOX PANTRY DESIGN,1
0.025168539325842697,"CERAMIC PLANT POT WHITE, GARDENING GLOVES PAIR, LED GROW LIGHT BULB, WATERING CAN GREEN 2L",4
0.023820224719101123,MINI PAINT SET 9 COLOURS,1
0.023820224719101123,"AGED PARMESAN REGGIANO, ARTISAN PASTA PENNE, GARLIC HERB BREADSTICKS, ITALIAN EXTRA VIRGIN OLIVE OIL",4
0.023370786516853932,"HEART OF WICKER LARGE, HEART OF WICKER SMALL, REGENCY CAKESTAND 3 TIER, WHITE HANGING HEART T-LIGHT HOLDER",4
0.023370786516853932,"CERAMIC PLANT POT WHITE, GARDENING GLOVES PAIR, LED GROW LIGHT BULB, ORGANIC POTTING SOIL 10L",4
0.02292134831460674,PACK OF 20 NAPKINS,1
0.02292134831460674,"ALMOND DANISH, BLUEBERRY SCONE, CAPPUCCINO CUP & SAUCER, CROISSANT ALL BUTTER",4
0.02292134831460674,"CERAMIC PLANT POT WHITE, LED GROW LIGHT BULB, ORGANIC POTTING SOIL 10L, WATERING CAN GREEN 2L",4
0.02292134831460674,"AGED PARMESAN REGGIANO, ARTISAN PASTA PENNE, GARLIC HERB BREADSTICKS, ORGANIC TOMATO BASIL SAUCE",4
0.02292134831460674,"AGED PARMESAN REGGIANO, ARTISAN PASTA PENNE, ITALIAN EXTRA VIRGIN OLIVE OIL, ORGANIC TOMATO BASIL SAUCE",4
0.02247191011235955,"ALMOND DANISH, BLUEBERRY SCONE, CROISSANT ALL BUTTER, PAIN AU CHOCOLAT",4
0.02247191011235955,"CERAMIC PLANT POT WHITE, GARDENING GLOVES PAIR, ORGANIC POTTING SOIL 10L, WATERING CAN GREEN 2L",4
0.02202247191011236,"HEART OF WICKER LARGE, HEART OF WICKER SMALL, SET OF 3 CAKE TINS PANTRY, WHITE HANGING HEART T-LIGHT HOLDER",4
0.021573033707865168,"BLUEBERRY SCONE, CAPPUCCINO CUP & SAUCER, CROISSANT ALL BUTTER, PAIN AU CHOCOLAT",4
0.021573033707865168,"ALMOND DANISH, BLUEBERRY SCONE, CAPPUCCINO CUP & SAUCER, PAIN AU CHOCOLAT",4
0.021573033707865168,"CERAMIC COFFEE MUG, COLOMBIAN ROAST COFFEE, FRENCH VANILLA SYRUP, PURE CANE SUGAR",4
0.021573033707865168,"HEART OF WICKER SMALL, REGENCY CAKESTAND 3 TIER, SET OF 3 CAKE TINS PANTRY, WHITE HANGING HEART T-LIGHT HOLDER",4
0.021573033707865168,"ALMOND DANISH, CAPPUCCINO CUP & SAUCER, CROISSANT ALL BUTTER, PAIN AU CHOCOLAT",4
0.021123595505617977,"LARGE DESK PAD BLACK, MECHANICAL KEYBOARD, MONITOR LIGHT BAR, USB-C MULTIPORT ADAPTER",4
0.021123595505617977,"HEART OF WICKER LARGE, REGENCY CAKESTAND 3 TIER, SET OF 3 CAKE TINS PANTRY, WHITE HANGING HEART T-LIGHT HOLDER",4
0.021123595505617977,"HEART OF WICKER LARGE, HEART OF WICKER SMALL, REGENCY CAKESTAND 3 TIER, SET OF 3 CAKE TINS PANTRY",4
0.021123595505617977,"GARDENING GLOVES PAIR, LED GROW LIGHT BULB, ORGANIC POTTING SOIL 10L, WATERING CAN GREEN 2L",4
0.019775280898876403,TRAVEL SEWING KIT,1
0.019775280898876403,"CERAMIC COFFEE MUG, COLOMBIAN ROAST COFFEE, DARK CHOCOLATE BAR 85%, PURE CANE SUGAR",4
0.019325842696629212,"ORGANIC EGGS DOZEN, ORGANIC WHOLE MILK, STRAWBERRY PRESERVES, SWEET CREAM BUTTER",4
0.019325842696629212,"ORGANIC EGGS DOZEN, ORGANIC WHOLE MILK, SWEET CREAM BUTTER, WHOLE WHEAT BREAD",4
0.01887640449438202,"LARGE DESK PAD BLACK, MECHANICAL KEYBOARD, USB-C MULTIPORT ADAPTER, WIRELESS ERGONOMIC MOUSE",4
0.01887640449438202,"COLOMBIAN ROAST COFFEE, DARK CHOCOLATE BAR 85%, FRENCH VANILLA SYRUP, PURE CANE SUGAR",4
0.01887640449438202,"CERAMIC COFFEE MUG, DARK CHOCOLATE BAR 85%, FRENCH VANILLA SYRUP, PURE CANE SUGAR",4
0.01887640449438202,"AGED PARMESAN REGGIANO, GARLIC HERB BREADSTICKS, ITALIAN EXTRA VIRGIN OLIVE OIL, ORGANIC TOMATO BASIL SAUCE",4
0.018426966292134833,"MECHANICAL KEYBOARD, MONITOR LIGHT BAR, USB-C MULTIPORT ADAPTER, WIRELESS ERGONOMIC MOUSE",4
0.01752808988764045,"LARGE DESK PAD BLACK, MECHANICAL KEYBOARD, MONITOR LIGHT BAR, WIRELESS ERGONOMIC MOUSE",4
0.01752808988764045,"ORGANIC EGGS DOZEN, ORGANIC WHOLE MILK, STRAWBERRY PRESERVES, WHOLE WHEAT BREAD",4
0.01707865168539326,"LARGE DESK PAD BLACK, MONITOR LIGHT BAR, USB-C MULTIPORT ADAPTER, WIRELESS ERGONOMIC MOUSE",4
0.01707865168539326,"CERAMIC COFFEE MUG, COLOMBIAN ROAST COFFEE, DARK CHOCOLATE BAR 85%, FRENCH VANILLA SYRUP",4
0.016179775280898877,"ORGANIC EGGS DOZEN, STRAWBERRY PRESERVES, SWEET CREAM BUTTER, WHOLE WHEAT BREAD",4
0.016179775280898877,"ORGANIC WHOLE MILK, STRAWBERRY PRESERVES, SWEET CREAM BUTTER, WHOLE WHEAT BREAD",4
0.011685393258426966,"ITALIAN EXTRA VIRGIN OLIVE OIL, WIRELESS ERGONOMIC MOUSE",2
0.011685393258426966,"USB-C MULTIPORT ADAPTER, WHOLE WHEAT BREAD",2
0.011685393258426966,"DARK CHOCOLATE BAR 85%, HEART OF WICKER LARGE",2
0.011685393258426966,"WATERING CAN GREEN 2L, WHOLE WHEAT BREAD",2
0.011235955056179775,"STRAWBERRY PRESERVES, WATERING CAN GREEN 2L",2
0.011235955056179775,"GARDENING GLOVES PAIR, STRAWBERRY PRESERVES",2
0.010786516853932584,"LARGE DESK PAD BLACK, WHOLE WHEAT BREAD",2
0.010786516853932584,"REGENCY CAKESTAND 3 TIER, USB-C MULTIPORT ADAPTER",2
0.010786516853932584,"CROISSANT ALL BUTTER, GARDENING GLOVES PAIR",2
0.010337078651685393,"LARGE DESK PAD BLACK, REGENCY CAKESTAND 3 TIER",2
0.010337078651685393,"ITALIAN EXTRA VIRGIN OLIVE OIL, MONITOR LIGHT BAR",2
0.010337078651685393,"FRENCH VANILLA SYRUP, HEART OF WICKER LARGE",2
0.010337078651685393,"PURE CANE SUGAR, REGENCY CAKESTAND 3 TIER",2
0.010337078651685393,"SWEET CREAM BUTTER, WATERING CAN GREEN 2L",2
