PetID,image_pixels_available,image_pixels_count,image_width_mean,image_width_max,image_height_mean,image_height_max,image_aspect_ratio_mean,image_aspect_ratio_max,image_resolution_pixels_mean,image_resolution_pixels_max,image_brightness_mean,image_brightness_max,image_contrast_mean,image_contrast_max,image_colorfulness_mean,image_colorfulness_max,image_edge_variance_mean,image_edge_variance_max,image_aspect_ratio_sd
0038234c6,1,3,453.3333333333333,640,480.0,480,0.9444444444444443,1.3333333333333333,217600.0,307200,132.31648,161.30684,55.933292,68.66941,21.838121924866446,31.837455833494097,1387.725,1621.2594,0.27498597046143514
0038c9343,1,5,400.0,400,300.0,300,1.3333333333333333,1.3333333333333333,120000.0,120000,104.55885,152.30359,50.97907,59.56211,22.721852570766607,48.49949039741882,1904.8787,2497.7146,0.0
003dd2e26,1,3,341.6666666666667,400,295.3333333333333,300,1.1606449106449106,1.3986013986013985,100633.33333333333,120000,105.57322,109.22848,46.238674,49.89389,39.49729457172298,44.587981401440196,3370.8835,3934.0002,0.29158979413425296
0045ed62a,1,3,366.6666666666667,400,333.3333333333333,400,1.1388888888888886,1.3333333333333333,120000.0,120000,133.87444,149.3819,72.174614,73.43272,41.09679745350266,49.07547721239526,2823.2832,3024.205,0.27498597046143514
004709939,1,3,400.0,400,300.0,300,1.3333333333333333,1.3333333333333333,120000.0,120000,147.52722,163.65236,79.274,81.097115,30.865737767707472,35.410779855720676,4122.28,5641.588,0.0
004a26127,1,2,400.0,400,267.0,267,1.4981273408239701,1.4981273408239701,106800.0,106800,129.31586,139.97339,61.522896,63.75435,37.148696719736904,51.33336994772508,4341.8906,5967.422,0.0
004c2f355,1,2,350.0,400,350.0,400,1.0416666666666665,1.3333333333333333,120000.0,120000,133.8442,139.1934,43.44866,58.497467,27.83749817896111,28.359587040311364,1327.6533,1743.8721,0.29166666666666663
0052dcf47,1,3,278.6666666666667,296,451.3333333333333,480,0.6254230118443317,0.751269035532995,125274.66666666667,129600,138.3069,146.64052,58.87431,67.85823,32.727735229958476,51.93335374772816,3802.0117,5770.8384,0.08898657673561672
00553ae55,1,5,340.0,400,360.0,400,0.9833333333333332,1.3333333333333333,120000.0,120000,123.621376,159.45773,83.93105,100.9099,32.84241354475349,52.49794908455719,2367.9712,2986.8994,0.28577380332470403
0058586f1,1,3,410.0,640,426.6666666666667,480,0.9652777777777777,1.3333333333333333,179733.33333333334,307200,126.90536,149.76968,68.230934,77.84561,28.613491444037095,37.60437464139092,2592.7512,3192.0403,0.3156477271489864
005afe792,1,11,147.27272727272728,300,170.9090909090909,400,0.9090909090909091,1.3333333333333333,28363.636363636364,120000,105.661545,123.99557,41.79885,66.610916,18.533915956649857,54.30354960541701,1567.0762,3820.1257,0.2597943666588219
005bb92d8,1,1,382.0,382,480.0,480,0.7958333333333333,0.7958333333333333,183360.0,183360,133.9168,133.9168,46.374546,46.374546,19.633094083572708,19.633094083572708,3882.3958,3882.3958,0.0
0063bd7e0,1,2,314.0,359,480.0,480,0.6541666666666667,0.7479166666666667,150720.0,172320,123.92325,147.45547,63.181435,66.77271,41.68602498823081,47.79250932477475,1997.428,2017.8027,0.09375
0063f83c9,1,4,350.0,400,350.0,400,1.0416666666666665,1.3333333333333333,120000.0,120000,99.80409,130.83647,41.942204,58.365726,37.96506359058863,41.22408875029191,1165.4595,1368.4106,0.29166666666666663
00648f96f,1,2,400.0,400,349.5,399,1.1679197994987467,1.3333333333333333,139800.0,159600,132.47974,137.0886,60.74072,71.69374,22.459873526093492,22.605825171410622,2977.2856,3114.7146,0.16541353383458646
006610fe3,1,1,400.0,400,300.0,300,1.3333333333333333,1.3333333333333333,120000.0,120000,153.25438,153.25438,63.481174,63.481174,7.5043585209196415,7.5043585209196415,3348.3848,3348.3848,0.0
006d301e9,1,4,350.0,400,350.0,400,1.0416666666666665,1.3333333333333333,120000.0,120000,112.15041,135.06163,52.70481,75.41769,24.649252461345625,34.11107917652795,3010.4907,4652.346,0.29166666666666663
006ffebaf,1,5,576.0,640,437.6,480,1.3323965651834506,1.4988290398126465,249344.0,273280,139.7554,176.09244,58.806103,76.74291,26.243024560277576,32.084316813497544,3135.7798,3782.0034,0.33286494925839194
00709d75b,1,4,424.25,640,480.0,480,0.8838541666666666,1.3333333333333333,203640.0,307200,126.34544,145.30373,62.318645,68.03093,23.819450500356314,27.282190103185204,2934.571,3647.0864,0.2679023089400624
0073c33d0,1,1,299.0,299,400.0,400,0.7475,0.7475,119600.0,119600,149.0262,149.0262,102.60244,102.60244,9.263831451543558,9.263831451543558,3352.245,3352.245,0.0
007bc1db4,1,5,360.0,360,480.0,480,0.75,0.75,172800.0,172800,97.925095,101.63138,33.896996,39.6635,26.299631921205265,28.972058839475608,1091.1166,1498.5648,0.0
007ffeccd,1,10,400.0,400,269.0,269,1.486988847583643,1.486988847583643,107600.0,107600,114.62905,139.3711,51.466034,57.49316,30.49693499480058,36.78051832351457,1759.7172,3053.6006,0.0
00904fc2c,1,2,400.0,400,300.0,300,1.3333333333333333,1.3333333333333333,120000.0,120000,109.76401,116.02053,49.2037,55.421856,19.73173756580414,21.471519974211304,1382.721,1459.6989,0.0
0090eb457,1,4,547.5,640,390.0,480,1.4739583333333333,1.7777777777777777,205200.0,230400,122.18828,127.19735,55.92601,59.39807,43.101061152799865,46.040368278845975,3159.0645,3466.3123,0.5262307141051277
009239f92,1,5,400.0,400,300.0,300,1.3333333333333333,1.3333333333333333,120000.0,120000,114.87459,130.71037,41.43966,45.402668,60.075981970525916,78.53046146589752,1899.5508,3209.366,0.0
00a1a8af4,1,3,400.0,400,300.0,300,1.3333333333333333,1.3333333333333333,120000.0,120000,105.9016,111.388,48.706436,51.75951,22.032074471444,23.8140922428082,2370.3801,2741.9211,0.0
00a1f270a,1,5,640.0,640,360.0,360,1.777777777777778,1.7777777777777777,230400.0,230400,117.43523,137.21436,35.186295,46.375523,27.124107352730068,35.2214303081607,1616.8357,2408.599,2.220446049250313e-16
00ac364a4,1,1,400.0,400,400.0,400,1.0,1.0,160000.0,160000,163.69939,163.69939,65.38055,65.38055,25.111386772677076,25.111386772677076,6661.0186,6661.0186,0.0
00af25fc0,1,3,516.6666666666666,640,480.0,480,1.0763888888888888,1.3333333333333333,248000.0,307200,146.03035,171.53,68.86529,76.18924,28.131514340185817,29.917897710084315,4537.322,8582.123,0.36337431810975357
00b00d5c1,1,3,399.6666666666667,400,263.0,264,1.5196549420129368,1.5229007633587786,105112.66666666667,105600,130.588,148.16006,60.603863,64.48344,18.65076126850357,22.7803577464684,2423.88,2774.1062,0.0032862228235525917
00b23513e,1,5,340.0,400,360.0,400,0.9833333333333332,1.3333333333333333,120000.0,120000,82.427414,101.22082,51.641663,71.507,20.601398681362987,34.45073483808733,1755.5133,5188.749,0.28577380332470403
00be0a63e,1,3,494.3333333333333,640,360.0,360,1.3731481481481482,1.7777777777777777,177960.0,230400,96.27383,114.926674,51.632008,57.84116,28.884503644130557,34.49452762854981,2803.1711,3296.0916,0.5722327099602246
00bfa5da9,1,2,315.5,360,480.0,480,0.6572916666666666,0.75,151440.0,172800,120.74979,129.78978,46.413628,54.36355,30.87666907136709,36.664154788920264,3376.2227,4398.4634,0.09270833333333334
00c19f4fa,1,1,640.0,640,640.0,640,1.0,1.0,409600.0,409600,148.51381,148.51381,78.78219,78.78219,44.819149552615634,44.819149552615634,6191.2344,6191.2344,0.0
00c71a320,1,2,300.0,300,400.0,400,0.75,0.75,120000.0,120000,140.9343,170.06482,52.679863,55.537354,24.334324756437503,25.244232386868816,2701.7832,3018.0168,0.0
00e50c7a7,1,3,203.0,203,360.0,360,0.5638888888888889,0.5638888888888889,73080.0,73080,111.43998,119.07841,46.791798,53.91775,30.80127418066826,32.552582636399286,5092.1343,5367.5605,0.0
00eca0391,1,5,360.0,360,480.0,480,0.75,0.75,172800.0,172800,145.61142,159.96283,60.116997,70.36159,31.0631184649067,37.998773488207505,4023.8782,4440.617,0.0
00eced1f0,1,1,400.0,400,300.0,300,1.3333333333333333,1.3333333333333333,120000.0,120000,97.810646,97.810646,65.638435,65.638435,17.499544484621794,17.499544484621794,3576.2136,3576.2136,0.0
00f3a3993,1,8,270.0,270,480.0,480,0.5625,0.5625,129600.0,129600,118.74895,133.01198,50.831326,56.180573,39.319397117266,65.03570587967278,2267.2886,3328.144,0.0
00f63c6fc,1,1,400.0,400,300.0,300,1.3333333333333333,1.3333333333333333,120000.0,120000,112.41678,112.41678,75.59231,75.59231,13.495559183329854,13.495559183329854,3440.2607,3440.2607,0.0
00f997463,1,10,528.0,640,512.0,640,1.0333333333333332,1.3333333333333333,273920.0,409600,126.468216,155.4651,53.524208,67.3818,39.73573335487957,55.59398139628179,2670.2866,4890.53,0.26140645235596865
010a59236,1,21,391.6666666666667,400,263.6190476190476,400,1.528717822959396,1.7777777777777777,102114.28571428571,120000,128.0137,158.27718,63.019463,89.52185,10.379804712072662,23.388453490295873,2902.7266,6152.1914,0.2751631884711187
0111f92ff,1,5,465.2,640,360.0,360,1.2922222222222222,1.7777777777777777,167472.0,230400,118.69762,125.64282,47.95034,67.21826,18.42967329879377,24.078677667876374,1775.6647,2089.6873,0.5946816764423604
011350faf,1,1,270.0,270,480.0,480,0.5625,0.5625,129600.0,129600,64.12313,64.12313,68.13353,68.13353,54.124667402097714,54.124667402097714,1705.6113,1705.6113,0.0
01142a354,1,10,458.2,640,420.0,480,1.1464583333333334,1.7777777777777777,186780.0,230400,109.38446,173.54372,55.048473,72.74268,29.19155414751058,49.299687393405605,2491.6306,5707.7383,0.5246665837583467
01186c9fc,1,3,640.0,640,360.0,360,1.7777777777777777,1.7777777777777777,230400.0,230400,106.34501,118.97862,70.87021,75.73488,16.520145543492035,23.992684446065674,3272.3743,3588.5203,0.0
0118db3a8,1,2,400.0,400,267.0,267,1.4981273408239701,1.4981273408239701,106800.0,106800,104.01532,112.4247,52.90516,54.999332,18.24933664455279,19.53629508704414,3403.5803,3488.5073,0.0
011a11cda,1,3,333.3333333333333,400,346.6666666666667,400,1.0555555555555556,1.6666666666666667,112000.0,120000,112.19037,145.17772,55.790756,56.240826,23.069620375516696,29.68349706895272,2163.469,3250.923,0.4321208107251124
01231c438,1,5,329.0,400,371.2,400,0.9340948236349629,1.556420233463035,120110.4,154400,106.64221,118.56578,82.236946,95.67979,32.83800704473601,66.95702452894231,2970.1316,4233.9146,0.3299965839293705
012a1a396,1,10,380.0,400,282.5,400,1.4388888888888889,1.7777777777777777,105000.0,120000,147.82346,159.60272,56.40905,61.164948,41.391772530000864,64.88558420083132,7698.624,8735.056,0.3945617978792156
0133b0214,1,2,360.0,360,480.0,480,0.75,0.75,172800.0,172800,109.14091,116.6162,47.783714,50.053154,61.433990489983394,80.18523935543759,2488.7366,2949.6309,0.0
0133b2a29,1,5,439.2,640,455.0,480,0.994841198811286,1.5347721822541966,194816.0,267520,134.1386,157.30014,51.159706,58.722294,31.397258271739144,62.64949479440094,3108.8696,3845.7717,0.4435042671960209
013527aeb,1,1,350.0,350,301.0,301,1.1627906976744187,1.1627906976744187,105350.0,105350,133.32623,133.32623,54.405834,54.405834,41.26853691842102,41.26853691842102,2597.5818,2597.5818,0.0
0142670c8,1,2,300.0,300,400.0,400,0.75,0.75,120000.0,120000,49.709045,53.766895,56.135113,56.17431,15.804238529502191,18.038433759734307,1512.7452,1684.1031,0.0
0143edd0a,1,1,640.0,640,640.0,640,1.0,1.0,409600.0,409600,163.70209,163.70209,54.62747,54.62747,59.781403883106556,59.781403883106556,2581.5398,2581.5398,0.0
0146f6d2c,1,1,400.0,400,300.0,300,1.3333333333333333,1.3333333333333333,120000.0,120000,100.14564,100.14564,51.550064,51.550064,25.424025435354135,25.424025435354135,1505.9125,1505.9125,0.0
0149d04e7,1,4,400.0,400,272.0,272,1.4705882352941178,1.4705882352941178,108800.0,108800,148.65405,188.022,45.318604,50.24676,21.95177865945235,35.89329555340114,4898.5513,5461.5903,0.0
014ce5783,1,2,640.0,640,360.0,360,1.7777777777777777,1.7777777777777777,230400.0,230400,110.329926,112.09588,68.10165,68.89998,29.093602772091828,30.992699721831112,8272.588,8817.587,0.0
0154e0f7b,1,3,400.0,400,266.0,266,1.5037593984962403,1.5037593984962405,106400.0,106400,100.182915,104.66619,37.959568,40.19031,26.87429884403149,42.00847291755988,1799.5245,2021.0322,2.220446049250313e-16
01573c686,1,5,372.4,400,341.6,399,1.1176969555854628,1.3333333333333333,125627.6,151200,127.35531,135.98482,30.961536,46.97892,16.34880607293768,20.615900730716163,1195.1322,1405.8347,0.2509999984056241
015770429,1,4,476.5,640,448.75,480,1.107328216374269,1.7777777777777777,208720.0,304000,117.11657,134.15167,42.71702,56.977093,26.16850724563897,32.7093872865185,2333.2063,2848.3132,0.4841663114417194
0157cf3a4,1,3,333.3333333333333,400,341.6666666666667,400,1.0925925925925926,1.7777777777777777,110000.0,120000,128.62952,137.09502,60.407063,72.079216,58.116880702528384,90.28269068341616,4168.5938,6984.362,0.48449909081300474
015b8b722,1,4,265.0,265,400.0,400,0.6625,0.6625,106000.0,106000,118.22225,124.36935,42.72839,45.860485,23.497266638269622,30.79586920854883,1556.9978,2720.8115,0.0
015c353ce,1,9,375.6666666666667,640,483.22222222222223,618,0.7893322650111121,1.6042780748663101,182972.22222222222,395520,134.45163,153.73032,52.012157,66.937675,18.77811646156721,33.812156560850624,4466.205,5464.6836,0.32575090978790194
015c75c9e,1,3,270.0,270,480.0,480,0.5625,0.5625,129600.0,129600,125.08967,155.01956,58.53723,59.096607,113.41840456471387,123.9534469430817,3728.198,3915.7175,0.0
015da0878,1,4,315.5,400,373.25,400,0.8749707708357187,1.3333333333333333,115744.0,123200,110.25496,145.40787,52.93257,75.185974,21.093604225198078,23.03547518812674,1828.1863,2253.4946,0.26893537095394676
015da9e87,1,5,335.6,400,303.0,399,1.2437830979121443,1.6736401673640167,95504.4,95600,109.4297,115.179634,42.26471,45.23377,23.089467268506844,26.353955061065317,3156.5054,3805.4165,0.5264652412425987
015fdb354,1,5,203.0,203,360.0,360,0.5638888888888889,0.5638888888888889,73080.0,73080,122.23729,127.6194,41.293602,44.40028,33.79135171038617,35.91443077999899,5121.673,5917.5605,0.0
01603d6e2,1,5,360.0,360,480.0,480,0.75,0.75,172800.0,172800,144.84006,173.49176,76.00716,80.85603,38.90807575292966,51.00718173661488,2423.1108,3736.8496,0.0
0162634c2,1,3,333.3333333333333,400,366.6666666666667,400,0.9444444444444443,1.3333333333333333,120000.0,120000,85.53968,109.9719,56.135056,70.36839,25.185009806964473,30.081816666359114,2849.8513,4029.1338,0.27498597046143514
0164a9cfb,1,7,307.7142857142857,346,400.0,400,0.7692857142857142,0.865,123085.71428571429,138400,170.61836,182.42787,59.24123,74.67412,30.06523669998352,43.535972883394344,3381.404,4498.4907,0.04197606217736922
016dcf8d4,1,6,400.0,400,300.0,300,1.3333333333333333,1.3333333333333333,120000.0,120000,95.695984,113.03542,64.19123,85.89593,20.749831157851116,28.998467892467836,2250.2393,2651.8274,0.0
0173c456c,1,9,484.44444444444446,640,480.0,480,1.009259259259259,1.3333333333333333,232533.33333333334,307200,106.84798,166.18472,68.18818,94.593315,27.79224566954925,42.69824201971326,2883.5994,4149.428,0.2898606637499727
0178fe2f7,1,4,400.0,400,300.0,300,1.3333333333333333,1.3333333333333333,120000.0,120000,140.55466,145.86974,47.54921,51.337555,18.470804959456174,22.631058973217343,5618.287,6627.6113,0.0
017d966eb,1,5,465.2,640,360.0,360,1.2922222222222222,1.7777777777777777,167472.0,230400,117.35388,140.97536,61.094032,71.51098,30.54437884062702,42.23369173016707,2525.9507,3189.0156,0.5946816764423604
017eda6dc,1,4,350.0,400,350.0,400,1.0416666666666665,1.3333333333333333,120000.0,120000,141.72116,149.36282,60.862946,63.385715,19.436821616627146,19.882218036989688,2062.2415,2491.4036,0.29166666666666663
01802debf,1,9,388.8888888888889,400,311.1111111111111,400,1.2685185185185184,1.3333333333333333,120000.0,120000,109.93248,137.01039,50.07638,61.96521,25.566312187880662,40.112793505102076,3682.7595,7856.905,0.1833239803076234
018188075,1,5,400.0,400,300.0,300,1.3333333333333333,1.3333333333333333,120000.0,120000,88.377975,99.07726,60.946724,77.7553,17.65073269707245,25.727712753521125,1360.5857,1605.8843,0.0
018cb4eaf,1,1,400.0,400,400.0,400,1.0,1.0,160000.0,160000,140.23271,140.23271,50.300682,50.300682,37.52301853101505,37.52301853101505,3895.2407,3895.2407,0.0
018e4d193,1,2,270.0,270,480.0,480,0.5625,0.5625,129600.0,129600,146.42178,174.60631,42.822872,50.872314,38.84143537708239,40.75951357500276,2218.6108,2541.0308,0.0
01919fe72,1,5,640.0,640,480.0,480,1.3333333333333333,1.3333333333333333,307200.0,307200,109.589905,122.50161,79.8845,87.24418,17.57613099344141,21.49557524628517,3365.3433,3980.967,0.0
01928bd13,1,4,400.0,400,300.0,300,1.3333333333333333,1.3333333333333333,120000.0,120000,126.56594,133.55151,48.777126,51.871483,25.78025967823961,40.310738218816695,2310.0156,2944.0195,0.0
01958f464,1,4,570.0,640,600.0,640,0.9375,1.0,350400.0,409600,130.22464,182.22787,59.37889,60.78136,23.343147925368307,41.149660503852054,3761.3372,5764.3047,0.10825317547305482
01a07b591,1,5,640.0,640,425.0,425,1.5058823529411764,1.5058823529411764,272000.0,272000,115.82882,136.38968,37.92428,44.09593,13.272173161973924,15.349572662143327,1585.143,2674.9114,0.0
01a7b719c,1,5,380.0,400,320.0,400,1.2166666666666663,1.3333333333333333,120000.0,120000,138.28908,166.24129,62.622498,71.44519,22.974121451797465,32.28422928412129,2942.5576,3299.4648,0.2333333333333333
01a985b44,1,2,640.0,640,640.0,640,1.0,1.0,409600.0,409600,139.97763,149.19238,63.94368,71.16353,35.1503352376707,37.609572582572696,5669.2646,6003.499,0.0
01ac09f2a,1,5,527.4,640,476.8,570,1.1228430194338306,1.4988290398126465,251104.0,364800,102.90552,136.92798,48.067314,64.20918,27.040232965473187,30.519660990909124,1539.5769,2750.3835,0.3400887040414461
01b167b92,1,1,400.0,400,300.0,300,1.3333333333333333,1.3333333333333333,120000.0,120000,131.43196,131.43196,58.29678,58.29678,37.37155846190118,37.37155846190118,3365.1257,3365.1257,0.0
01b26743c,1,5,400.0,400,300.0,300,1.3333333333333333,1.3333333333333333,120000.0,120000,134.96057,141.56165,35.545094,40.162094,36.783374074535075,53.887021663630875,1436.1272,1861.6451,0.0
01b3356f5,1,5,373.0,400,292.0,400,1.3400471698113208,1.509433962264151,106000.0,106000,126.27561,148.84554,56.01777,61.152714,77.01691452947789,99.83059389692755,1811.9543,2273.951,0.3387735849056604
01b8e6c14,1,1,299.0,299,400.0,400,0.7475,0.7475,119600.0,119600,97.85804,97.85804,57.955856,57.955856,28.20997859886401,28.20997859886401,2392.3408,2392.3408,0.0
01ba4e94d,1,1,300.0,300,400.0,400,0.75,0.75,120000.0,120000,56.987656,56.987656,67.59063,67.59063,67.0566923616328,67.0566923616328,2189.572,2189.572,0.0
01ba86830,1,1,640.0,640,360.0,360,1.7777777777777777,1.7777777777777777,230400.0,230400,104.61438,104.61438,88.73604,88.73604,17.788986541229058,17.788986541229058,5407.991,5407.991,0.0
01bcfcde8,1,4,247.5,282,253.5,320,1.026410870452008,1.2435233160621761,64074.0,90240,98.708824,111.87867,45.53901,58.70099,31.35283690894265,32.75444103774599,1722.2568,2395.4043,0.19568041716940374
01c202740,1,18,372.22222222222223,400,327.77777777777777,400,1.171296296296296,1.3333333333333333,120000.0,120000,114.187,145.8507,56.17598,72.85593,28.005386478215947,46.186655577289756,2780.7986,5545.996,0.2612768714726381
01c3c09df,1,4,240.0,240,320.0,320,0.75,0.75,76800.0,76800,115.653984,118.391174,54.672775,59.75366,29.511375449135336,33.18343078819809,3396.5127,4642.53,0.0
01c62e03b,1,5,344.0,640,469.2,480,0.7504694835680751,1.5023474178403755,158208.0,272640,132.9664,160.27534,68.318504,72.71028,26.273336286986297,33.96515820121287,3413.2012,3963.3503,0.37593896713615016
01c6d3224,1,5,290.4,640,360.0,360,0.8066666666666669,1.7777777777777777,104544.0,230400,151.68947,157.12805,29.91972,32.0532,42.72221115962273,51.67376875115697,2327.0808,2751.7197,0.48555555555555546
01c7411ef,1,1,266.0,266,400.0,400,0.665,0.665,106400.0,106400,165.88702,165.88702,79.631424,79.631424,37.851907463748645,37.851907463748645,7552.5713,7552.5713,0.0
01ce66bd5,1,5,377.6,400,399.8,400,0.9443609022556391,1.0,150982.4,160000,148.36887,185.49408,72.850136,81.10475,31.529113123701972,38.20844643172346,5532.893,7004.626,0.11127819548872182
01d0a7f3f,1,8,400.0,400,300.0,300,1.3333333333333333,1.3333333333333333,120000.0,120000,132.10765,155.7978,50.724236,59.763992,22.989737856219378,32.02154947080491,2029.5062,2760.9666,0.0
01d646ea8,1,1,235.0,235,479.0,479,0.4906054279749478,0.4906054279749478,112565.0,112565,97.08511,97.08511,53.394875,53.394875,27.849285485144954,27.849285485144954,3217.1433,3217.1433,0.0
01d981c81,1,8,512.5,640,405.0,480,1.3454861111111112,1.7777777777777777,198000.0,230400,122.711044,132.81573,50.196423,64.73857,36.21485608500445,66.41396785082401,3591.4905,4182.294,0.5607047612446387
01da89f29,1,5,496.6,640,429.6,588,1.191575963718821,1.7777777777777777,216600.0,376320,114.80458,148.72737,65.33151,70.86377,39.73411703218248,68.69428127519267,2407.7048,3010.8442,0.5073230746716455
01dac4b22,1,1,640.0,640,462.0,462,1.3852813852813852,1.3852813852813852,295680.0,295680,125.95336,125.95336,66.509476,66.509476,31.11631818853093,31.11631818853093,2734.1064,2734.1064,0.0
01dc16c21,1,3,463.3333333333333,640,533.3333333333334,640,0.8541666666666666,1.0,256533.33333333334,409600,108.62931,120.024536,54.81142,64.639824,27.34013639409441,35.30828303993301,1617.6954,1749.1785,0.20623947784607635
01dd8880a,1,9,352.44444444444446,430,480.0,480,0.7342592592592593,0.8958333333333334,169173.33333333334,206400,129.23152,171.53229,77.19199,91.850845,30.052266853727037,65.66607065728545,3636.288,5863.5913,0.09329421670744785
01e4020da,1,4,360.0,360,480.0,480,0.75,0.75,172800.0,172800,109.419876,128.97949,61.000668,67.81162,44.505740096732325,76.44915719793778,3706.8347,5252.1606,0.0
01e410583,1,20,419.6,640,479.9,480,0.874385220946416,1.3340292275574113,201357.75,307200,126.66826,141.44327,51.381207,77.848236,35.00924980079249,59.86124997501821,3077.1128,4998.582,0.23190897322558765
01e517961,1,2,640.0,640,502.0,524,1.27735368956743,1.3333333333333333,321280.0,335360,80.99707,89.22985,42.113518,46.139244,36.44492715040109,36.508389004848304,1383.2275,1684.6454,0.05597964376590325
01e5d357f,1,5,360.0,360,480.0,480,0.75,0.75,172800.0,172800,139.67145,148.92355,50.63852,66.62985,13.316859070268531,19.7921781490305,1663.248,2098.699,0.0
01e5e057b,1,1,360.0,360,480.0,480,0.75,0.75,172800.0,172800,97.57307,97.57307,54.76328,54.76328,22.907097039792,22.907097039792,2452.0967,2452.0967,0.0
01e6a888d,1,2,120.0,120,160.0,160,0.75,0.75,19200.0,19200,112.79244,117.53333,37.053276,41.71546,18.143866200090557,18.355967461599352,1149.8048,1173.5604,0.0
01e78230b,1,2,301.0,301,400.0,400,0.7525,0.7525,120400.0,120400,80.949646,91.57016,60.19005,69.56752,23.411733328324374,24.35542650962184,3222.5781,4228.1187,0.0
01e93552a,1,2,640.0,640,480.0,480,1.3333333333333333,1.3333333333333333,307200.0,307200,153.52002,155.58578,70.04778,70.959984,15.505198671070804,16.005548259393468,2846.1348,2890.6533,0.0
01ecd8b66,1,3,640.0,640,360.0,360,1.7777777777777777,1.7777777777777777,230400.0,230400,133.51161,153.68636,43.404705,57.77557,8.98861980425236,14.73110235679271,2085.5754,2391.6091,0.0
01f4746ef,1,2,288.5,299,400.0,400,0.72125,0.7475,115400.0,119600,95.74313,116.32305,51.817665,64.00354,27.642526386057693,28.614506433232712,2316.147,3018.9438,0.02625000000000005
01f976ec9,1,5,399.8,400,268.0,300,1.6244127516778524,2.7708333333333335,107171.2,120000,108.8184,122.829185,62.67977,67.14521,24.24993861997625,28.557861021994412,4430.4575,6563.5386,0.573224260482256
020cd1d50,1,9,344.44444444444446,400,355.55555555555554,400,1.009259259259259,1.3333333333333333,120000.0,120000,98.64043,128.35995,55.06463,74.72266,30.89831500061843,41.447248487187835,2238.2048,3347.6702,0.2898606637499727
020fbbc9d,1,2,400.0,400,334.5,337,1.1958814486432376,1.2048192771084338,133800.0,134800,113.52017,133.67807,57.6671,71.648155,40.01226618742906,47.458846125177715,1218.5962,1618.426,0.008937828465196196
0211e2f2d,1,3,370.0,480,440.0,480,0.8819444444444443,1.3333333333333333,158400.0,172800,93.622856,105.48011,59.649918,73.60713,24.52542192901471,35.385893294836535,2507.8118,3440.424,0.32823061939156867
02126e289,1,5,528.0,640,480.0,480,1.0999999999999999,1.3333333333333333,253440.0,307200,115.49849,141.6472,69.09905,79.80155,37.26054960408186,46.42743459391504,3505.4407,4565.197,0.28577380332470403
021b0b7bd,1,1,352.0,352,336.0,336,1.0476190476190477,1.0476190476190477,118272.0,118272,135.73508,135.73508,45.304535,45.304535,39.02525061001383,39.02525061001383,1779.4882,1779.4882,0.0
