InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
536389,20726,,4,2025-09-28 03:47:26,2.44,14730.0,United Kingdom
536389,20728,CAPPUCCINO CUP & SAUCER,4,2025-09-28 03:47:26,8.57,14730.0,United Kingdom
536389,20725,CROISSANT ALL BUTTER,2,2025-09-28 03:47:26,2.21,14730.0,United Kingdom
536389,85123E,CERAMIC COFFEE MUG,6,2025-09-28 03:47:26,6.81,14730.0,United Kingdom
536389,85123B,PURE CANE SUGAR,2,2025-09-28 03:47:26,2.44,14730.0,United Kingdom
536389,85123A,COLOMBIAN ROAST COFFEE,24,2025-09-28 03:47:26,9.25,14730.0,United Kingdom
536389,85123D,FRENCH VANILLA SYRUP,1,2025-09-28 03:47:26,6.27,14730.0,United Kingdom
536390,22426,STRAWBERRY PRESERVES,1,2025-03-24 23:25:41,3.94,,France
536390,22423,ORGANIC WHOLE MILK,6,2025-03-24 23:25:41,3.33,,France
536390,20729,BLUEBERRY SCONE,1,2025-03-24 23:25:41,2.41,,France
536390,20728,CAPPUCCINO CUP & SAUCER,1,2025-03-24 23:25:41,8.82,,France
536390,20726,PAIN AU CHOCOLAT,1,2025-03-24 23:25:41,2.49,,France
536390,20727,ALMOND DANISH,4,2025-03-24 23:25:41,2.86,,France
536390,21733,ITALIAN EXTRA VIRGIN OLIVE OIL,1,2025-03-24 23:25:41,13.1,,France
536390,21737,GARLIC HERB BREADSTICKS,4,2025-03-24 23:25:41,2.9,,France
536390,21736,ORGANIC TOMATO BASIL SAUCE,2,2025-03-24 23:25:41,4.52,,France
536390,21734,ARTISAN PASTA PENNE,3,2025-03-24 23:25:41,3.22,,France
536391,85123B,PURE CANE SUGAR,2,2025-05-08 02:21:22,2.55,14684.0,United Kingdom
536391,85123A,COLOMBIAN ROAST COFFEE,1,2025-05-08 02:21:22,8.66,14684.0,United Kingdom
536391,85123C,DARK CHOCOLATE BAR 85%,6,2025-05-08 02:21:22,3.62,14684.0,United Kingdom
536392,22961,HEART OF WICKER LARGE,1,2025-09-06 17:39:48,2.81,13283.0,United Kingdom
536392,22720,SET OF 3 CAKE TINS PANTRY,1,2025-09-06 17:39:48,4.73,13283.0,United Kingdom
536392,85099B,WHITE HANGING HEART T-LIGHT HOLDER,2,2025-09-06 17:39:48,2.46,13283.0,United Kingdom
536392,22423,REGENCY CAKESTAND 3 TIER,1,2025-09-06 17:39:48,13.24,13283.0,United Kingdom
536392,22960,HEART OF WICKER SMALL,3,2025-09-06 17:39:48,1.72,13283.0,United Kingdom
536392,84879,CERAMIC PLANT POT WHITE,2,2025-09-06 17:39:48,9.59,13283.0,United Kingdom
536392,84882,GARDENING GLOVES PAIR,1,2025-09-06 17:39:48,4.93,13283.0,United Kingdom
536392,20727,ALMOND DANISH,1,2025-09-06 17:39:48,2.8,13283.0,United Kingdom
536392,20728,CAPPUCCINO CUP & SAUCER,2,2025-09-06 17:39:48,8.24,13283.0,United Kingdom
536393,22961,HEART OF WICKER LARGE,1,2025-02-05 04:51:15,3.06,12514.0,United Kingdom
536393,22423,REGENCY CAKESTAND 3 TIER,2,2025-02-05 04:51:15,12.13,12514.0,United Kingdom
536393,71054,MECHANICAL KEYBOARD,1,2025-02-05 04:51:15,66.94,12514.0,United Kingdom
536393,71055,USB-C MULTIPORT ADAPTER,2,2025-02-05 04:51:15,24.29,12514.0,United Kingdom
536393,71053,WIRELESS ERGONOMIC MOUSE,3,2025-02-05 04:51:15,29.4,12514.0,United Kingdom
536393,85123E,CERAMIC COFFEE MUG,4,2025-02-05 04:51:15,6.45,12514.0,United Kingdom
536393,85123A,COLOMBIAN ROAST COFFEE,6,2025-02-05 04:51:15,8.83,12514.0,United Kingdom
536393,85123B,PURE CANE SUGAR,2,2025-02-05 04:51:15,2.54,12514.0,United Kingdom
536393,85123D,FRENCH VANILLA SYRUP,2,2025-02-05 04:51:15,5.95,12514.0,United Kingdom
536394,21214,RECIPE BOX PANTRY DESIGN,1,2025-08-29 19:56:21,8.14,15863.0,United Kingdom
536395,84883,LED GROW LIGHT BULB,1,2025-07-11 03:18:27,14.66,,United Kingdom
536395,84881,ORGANIC POTTING SOIL 10L,4,2025-07-11 03:18:27,7.08,,United Kingdom
536395,84880,WATERING CAN GREEN 2L,3,2025-07-11 03:18:27,11.72,,United Kingdom
536395,84879,CERAMIC PLANT POT WHITE,6,2025-07-11 03:18:27,9.84,,United Kingdom
536395,84882,GARDENING GLOVES PAIR,1,2025-07-11 03:18:27,5.11,,United Kingdom
536395,22426,STRAWBERRY PRESERVES,2,2025-07-11 03:18:27,3.87,,United Kingdom
536395,22424,WHOLE WHEAT BREAD,6,2025-07-11 03:18:27,3.02,,United Kingdom
536396,22720,SET OF 3 CAKE TINS PANTRY,1,2025-09-16 01:58:26,5.19,15813.0,United Kingdom
536396,22960,HEART OF WICKER SMALL,4,2025-09-16 01:58:26,1.69,15813.0,United Kingdom
536396,85099B,WHITE HANGING HEART T-LIGHT HOLDER,2,2025-09-16 01:58:26,2.46,15813.0,United Kingdom
536396,21227,VINTAGE UNION JACK CUSHION,3,2025-09-16 01:58:26,14.73,15813.0,United Kingdom
536397,22425,SWEET CREAM BUTTER,2,2025-10-30 23:15:40,4.08,15856.0,United Kingdom
536397,22424,WHOLE WHEAT BREAD,6,2025-10-30 23:15:40,3.06,15856.0,United Kingdom
536397,22427,ORGANIC EGGS DOZEN,3,2025-10-30 23:15:40,5.01,15856.0,United Kingdom
536398,85123A,COLOMBIAN ROAST COFFEE,3,2025-03-03 18:46:12,9.33,,United Kingdom
536398,85123B,PURE CANE SUGAR,12,2025-03-03 18:46:12,2.44,,United Kingdom
536398,85123C,DARK CHOCOLATE BAR 85%,4,2025-03-03 18:46:12,3.53,,United Kingdom
536398,85123D,FRENCH VANILLA SYRUP,1,2025-03-03 18:46:12,5.91,,United Kingdom
536399,22423,REGENCY CAKESTAND 3 TIER,1,2025-10-21 05:17:57,13.26,17094.0,United Kingdom
536399,22720,SET OF 3 CAKE TINS PANTRY,1,2025-10-21 05:17:57,4.83,17094.0,United Kingdom
536399,22960,HEART OF WICKER SMALL,1,2025-10-21 05:17:57,1.63,17094.0,United Kingdom
536400,21737,GARLIC HERB BREADSTICKS,3,2025-06-27 18:05:43,2.88,12879.0,United Kingdom
536400,21734,ARTISAN PASTA PENNE,3,2025-06-27 18:05:43,3.23,12879.0,United Kingdom
536400,21736,ORGANIC TOMATO BASIL SAUCE,24,2025-06-27 18:05:43,4.68,12879.0,United Kingdom
536400,21223,SET OF 6 SPICE JARS,1,2025-06-27 18:05:43,9.76,12879.0,United Kingdom
536401,85099B,WHITE HANGING HEART T-LIGHT HOLDER,1,2025-06-11 04:36:32,2.53,,Switzerland
536401,22720,SET OF 3 CAKE TINS PANTRY,2,2025-06-11 04:36:32,4.84,,Switzerland
536401,22960,HEART OF WICKER SMALL,1,2025-06-11 04:36:32,1.7,,Switzerland
536401,22961,HEART OF WICKER LARGE,6,2025-06-11 04:36:32,3.09,,Switzerland
536401,84880,WATERING CAN GREEN 2L,2,2025-06-11 04:36:32,12.04,,Switzerland
536401,84883,LED GROW LIGHT BULB,1,2025-06-11 04:36:32,15.2,,Switzerland
536401,84879,CERAMIC PLANT POT WHITE,4,2025-06-11 04:36:32,10.34,,Switzerland
536402,20726,PAIN AU CHOCOLAT,4,2025-08-28 22:29:01,2.41,14158.0,United Kingdom
536402,20728,CAPPUCCINO CUP & SAUCER,1,2025-08-28 22:29:01,8.67,14158.0,United Kingdom
536402,20725,CROISSANT ALL BUTTER,1,2025-08-28 22:29:01,2.33,14158.0,United Kingdom
536402,21215,WOODEN PICTURE FRAME,1,2025-08-28 22:29:01,5.38,14158.0,United Kingdom
536403,71054,MECHANICAL KEYBOARD,2,2025-09-23 02:04:01,71.14,,United Kingdom
536403,71055,USB-C MULTIPORT ADAPTER,2,2025-09-23 02:04:01,25.01,,United Kingdom
536404,84879,CERAMIC PLANT POT WHITE,24,2025-01-18 22:20:04,9.97,14417.0,United Kingdom
536404,84881,ORGANIC POTTING SOIL 10L,6,2025-01-18 22:20:04,6.67,14417.0,United Kingdom
536404,84883,LED GROW LIGHT BULB,1,2025-01-18 22:20:04,14.71,14417.0,United Kingdom
536404,21217,PACK OF 20 NAPKINS,1,2025-01-18 22:20:04,1.47,14417.0,United Kingdom
536405,21735,AGED PARMESAN REGGIANO,3,2025-08-03 03:58:57,7.77,15919.0,United Kingdom
536405,21737,GARLIC HERB BREADSTICKS,24,2025-08-03 03:58:57,2.92,15919.0,United Kingdom
536405,21733,ITALIAN EXTRA VIRGIN OLIVE OIL,3,2025-08-03 03:58:57,12.81,15919.0,United Kingdom
536405,85123A,COLOMBIAN ROAST COFFEE,1,2025-08-03 03:58:57,9.09,15919.0,United Kingdom
536405,85123D,FRENCH VANILLA SYRUP,4,2025-08-03 03:58:57,5.91,15919.0,United Kingdom
536405,85123C,DARK CHOCOLATE BAR 85%,3,2025-08-03 03:58:57,3.66,15919.0,United Kingdom
536405,20726,PAIN AU CHOCOLAT,2,2025-08-03 03:58:57,2.47,15919.0,United Kingdom
536405,20727,ALMOND DANISH,3,2025-08-03 03:58:57,2.75,15919.0,United Kingdom
536405,20729,BLUEBERRY SCONE,1,2025-08-03 03:58:57,2.39,15919.0,United Kingdom
536405,20725,CROISSANT ALL BUTTER,2,2025-08-03 03:58:57,2.17,15919.0,United Kingdom
536405,20728,CAPPUCCINO CUP & SAUCER,2,2025-08-03 03:58:57,8.15,15919.0,United Kingdom
536405,21226,CHILLI LIGHTS STRING,1,2025-08-03 03:58:57,8.13,15919.0,United Kingdom
536406,21224,GLASS STORAGE JAR SMALL,3,2025-09-27 19:37:12,2.26,15301.0,France
536407,71054,MECHANICAL KEYBOARD,6,2025-10-01 21:38:56,72.41,17911.0,United Kingdom
536407,71056,LARGE DESK PAD BLACK,1,2025-10-01 21:38:56,15.67,17911.0,United Kingdom
536407,71055,USB-C MULTIPORT ADAPTER,6,2025-10-01 21:38:56,24.13,17911.0,United Kingdom
536407,84879,CERAMIC PLANT POT WHITE,4,2025-10-01 21:38:56,10.05,17911.0,United Kingdom
536407,84883,LED GROW LIGHT BULB,3,2025-10-01 21:38:56,15.11,17911.0,United Kingdom
536407,84881,ORGANIC POTTING SOIL 10L,3,2025-10-01 21:38:56,6.99,17911.0,United Kingdom
536407,84882,GARDENING GLOVES PAIR,2,2025-10-01 21:38:56,5.14,17911.0,United Kingdom
536407,21219,TRAVEL SEWING KIT,1,2025-10-01 21:38:56,2.09,17911.0,United Kingdom
536408,21224,GLASS STORAGE JAR SMALL,2,2025-08-02 19:18:23,2.35,15169.0,United Kingdom
536409,22426,STRAWBERRY PRESERVES,1,2025-10-01 00:01:56,3.89,,United Kingdom
536409,22427,ORGANIC EGGS DOZEN,2,2025-10-01 00:01:56,5.16,,United Kingdom
536410,20729,BLUEBERRY SCONE,2,2025-10-24 19:53:35,2.47,17011.0,United Kingdom
536410,20727,ALMOND DANISH,1,2025-10-24 19:53:35,2.75,17011.0,United Kingdom
536410,20728,CAPPUCCINO CUP & SAUCER,1,2025-10-24 19:53:35,8.48,17011.0,United Kingdom
536411,21222,RETRO SPOT APRON,12,2025-11-22 04:23:19,7.01,,United Kingdom
C536412,85123E,CERAMIC COFFEE MUG,-12,2025-11-01 20:16:03,6.25,17078.0,United Kingdom
C536412,85123D,FRENCH VANILLA SYRUP,-12,2025-11-01 20:16:03,5.81,17078.0,United Kingdom
C536412,85123A,COLOMBIAN ROAST COFFEE,-12,2025-11-01 20:16:03,9.19,17078.0,United Kingdom
536413,22720,SET OF 3 CAKE TINS PANTRY,3,2025-09-03 00:51:34,4.94,13758.0,United Kingdom
536413,22960,HEART OF WICKER SMALL,3,2025-09-03 00:51:34,1.61,13758.0,United Kingdom
536413,85099B,WHITE HANGING HEART T-LIGHT HOLDER,2,2025-09-03 00:51:34,2.51,13758.0,United Kingdom
536413,22961,HEART OF WICKER LARGE,12,2025-09-03 00:51:34,2.83,13758.0,United Kingdom
536413,21221,RETRO SPOT TEA TOWEL,1,2025-09-03 00:51:34,2.58,13758.0,United Kingdom
536414,21229,HAND WARMER BIRD DESIGN,1,2025-12-19 00:44:40,1.98,12755.0,United Kingdom
536415,21224,GLASS STORAGE JAR SMALL,1,2025-02-25 03:06:14,2.31,12824.0,United Kingdom
536416,21222,RETRO SPOT APRON,2,2025-06-05 00:11:34,7.13,15084.0,United Kingdom
536417,85123D,FRENCH VANILLA SYRUP,2,2025-12-18 17:41:08,6.03,,United Kingdom
536417,85123B,PURE CANE SUGAR,3,2025-12-18 17:41:08,2.48,,United Kingdom
536418,85123D,FRENCH VANILLA SYRUP,4,2025-06-10 22:09:14,6.19,17572.0,United Kingdom
536418,85123C,DARK CHOCOLATE BAR 85%,4,2025-06-10 22:09:14,3.51,17572.0,United Kingdom
536418,85123B,PURE CANE SUGAR,1,2025-06-10 22:09:14,2.57,17572.0,United Kingdom
536419,71053,WIRELESS ERGONOMIC MOUSE,2,2025-04-26 04:07:31,30.91,17912.0,Germany
536419,71056,LARGE DESK PAD BLACK,3,2025-04-26 04:07:31,16.12,17912.0,Germany
536419,71057,MONITOR LIGHT BAR,24,2025-04-26 04:07:31,41.73,17912.0,Germany
536420,20729,BLUEBERRY SCONE,2,2025-08-13 22:27:24,2.41,17631.0,United Kingdom
536420,20726,PAIN AU CHOCOLAT,1,2025-08-13 22:27:24,2.45,17631.0,United Kingdom
536421,84879,CERAMIC PLANT POT WHITE,1,2025-04-17 04:18:07,10.23,14598.0,United Kingdom
536421,84880,WATERING CAN GREEN 2L,6,2025-04-17 04:18:07,10.99,14598.0,United Kingdom
536421,84883,LED GROW LIGHT BULB,3,2025-04-17 04:18:07,14.72,14598.0,United Kingdom
536421,21226,CHILLI LIGHTS STRING,1,2025-04-17 04:18:07,8.2,14598.0,United Kingdom
536422,21736,ORGANIC TOMATO BASIL SAUCE,1,2025-11-27 02:57:35,4.58,13774.0,EIRE
536422,21735,AGED PARMESAN REGGIANO,12,2025-11-27 02:57:35,7.94,13774.0,EIRE
536422,21737,GARLIC HERB BREADSTICKS,3,2025-11-27 02:57:35,3.12,13774.0,EIRE
536422,21734,ARTISAN PASTA PENNE,1,2025-11-27 02:57:35,3.21,13774.0,EIRE
536422,21733,ITALIAN EXTRA VIRGIN OLIVE OIL,1,2025-11-27 02:57:35,13.33,13774.0,EIRE
536422,21229,HAND WARMER BIRD DESIGN,6,2025-11-27 02:57:35,1.92,13774.0,EIRE
536423,85123C,DARK CHOCOLATE BAR 85%,2,2025-05-15 04:08:45,3.5,16263.0,United Kingdom
536423,85123D,FRENCH VANILLA SYRUP,4,2025-05-15 04:08:45,6.24,16263.0,United Kingdom
536423,85123B,PURE CANE SUGAR,1,2025-05-15 04:08:45,2.4,16263.0,United Kingdom
536424,84882,GARDENING GLOVES PAIR,1,2025-10-28 20:01:35,5.01,15451.0,United Kingdom
536424,84883,LED GROW LIGHT BULB,12,2025-10-28 20:01:35,15.03,15451.0,United Kingdom
536425,85123C,DARK CHOCOLATE BAR 85%,3,2025-11-28 19:34:45,3.33,,United Kingdom
536425,85123A,COLOMBIAN ROAST COFFEE,3,2025-11-28 19:34:45,9.02,,United Kingdom
536425,85123E,CERAMIC COFFEE MUG,2,2025-11-28 19:34:45,6.79,,United Kingdom
536426,20726,PAIN AU CHOCOLAT,6,2025-05-27 04:55:05,2.56,15243.0,United Kingdom
536426,20729,BLUEBERRY SCONE,1,2025-05-27 04:55:05,2.28,15243.0,United Kingdom
536426,20728,CAPPUCCINO CUP & SAUCER,4,2025-05-27 04:55:05,8.56,15243.0,United Kingdom
536427,21737,GARLIC HERB BREADSTICKS,2,2025-09-10 20:32:59,2.86,16983.0,United Kingdom
536427,21733,ITALIAN EXTRA VIRGIN OLIVE OIL,2,2025-09-10 20:32:59,13.51,16983.0,United Kingdom
536427,21736,ORGANIC TOMATO BASIL SAUCE,24,2025-09-10 20:32:59,4.59,16983.0,United Kingdom
536427,21734,ARTISAN PASTA PENNE,2,2025-09-10 20:32:59,3.4,16983.0,United Kingdom
536427,21216,EMERGENCY FIRST AID TIN,2,2025-09-10 20:32:59,3.85,16983.0,United Kingdom
536428,22423,REGENCY CAKESTAND 3 TIER,1,2025-04-16 03:07:42,12.12,15877.0,United Kingdom
536428,85099B,WHITE HANGING HEART T-LIGHT HOLDER,1,2025-04-16 03:07:42,2.47,15877.0,United Kingdom
536428,22960,HEART OF WICKER SMALL,1,2025-04-16 03:07:42,1.63,15877.0,United Kingdom
536428,21216,EMERGENCY FIRST AID TIN,2,2025-04-16 03:07:42,3.67,15877.0,United Kingdom
536429,21733,ITALIAN EXTRA VIRGIN OLIVE OIL,3,2025-12-26 22:40:08,12.98,13729.0,Netherlands
536429,21734,ARTISAN PASTA PENNE,1,2025-12-26 22:40:08,3.26,13729.0,Netherlands
536429,21736,ORGANIC TOMATO BASIL SAUCE,2,2025-12-26 22:40:08,4.46,13729.0,Netherlands
536429,21214,RECIPE BOX PANTRY DESIGN,1,2025-12-26 22:40:08,8.03,13729.0,Netherlands
536430,21736,ORGANIC TOMATO BASIL SAUCE,2,2025-09-19 02:20:15,4.69,17524.0,United Kingdom
536430,21735,AGED PARMESAN REGGIANO,1,2025-09-19 02:20:15,8.04,17524.0,United Kingdom
536430,21733,ITALIAN EXTRA VIRGIN OLIVE OIL,2,2025-09-19 02:20:15,13.16,17524.0,United Kingdom
536430,21737,GARLIC HERB BREADSTICKS,4,2025-09-19 02:20:15,2.86,17524.0,United Kingdom
536431,71053,WIRELESS ERGONOMIC MOUSE,3,2025-01-29 04:53:44,31.39,16793.0,France
536431,71057,MONITOR LIGHT BAR,1,2025-01-29 04:53:44,38.88,16793.0,France
536431,71056,LARGE DESK PAD BLACK,1,2025-01-29 04:53:44,15.79,16793.0,France
536431,22720,SET OF 3 CAKE TINS PANTRY,1,2025-01-29 04:53:44,5.2,16793.0,France
536431,22423,REGENCY CAKESTAND 3 TIER,1,2025-01-29 04:53:44,13.17,16793.0,France
536431,22961,HEART OF WICKER LARGE,4,2025-01-29 04:53:44,2.96,16793.0,France
536432,84880,WATERING CAN GREEN 2L,1,2025-03-09 17:24:21,11.66,,United Kingdom
536432,84883,LED GROW LIGHT BULB,1,2025-03-09 17:24:21,15.13,,United Kingdom
536432,84881,ORGANIC POTTING SOIL 10L,4,2025-03-09 17:24:21,7.21,,United Kingdom
536432,84879,CERAMIC PLANT POT WHITE,1,2025-03-09 17:24:21,9.82,,United Kingdom
536432,21226,CHILLI LIGHTS STRING,2,2025-03-09 17:24:21,8.62,,United Kingdom
536433,21735,AGED PARMESAN REGGIANO,2,2025-06-12 02:07:05,7.83,17858.0,United Kingdom
536433,21733,ITALIAN EXTRA VIRGIN OLIVE OIL,6,2025-06-12 02:07:05,12.57,17858.0,United Kingdom
536433,21228,WALL CLOCK RETRO RED,4,2025-06-12 02:07:05,18.72,17858.0,United Kingdom
