customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,tenure_bucket,avg_monthly_spend,spend_gap,num_addon_services,has_internet,is_month_to_month,is_electronic_check,charges_per_service,is_new_customer,pm_contract,pm_contract_te_oof
4950-BDEUX,Male,0,No,No,35,No,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,49.2,1701.65,0,25-48mo,48.61857142857143,-0.5814285714285745,3,1,1,1,12.3,0,Electronic check | Month-to-month,0.5290717551395768
2984-TBYKU,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),104.9,7732.65,0,61mo+,107.39791666666666,2.4979166666666544,5,1,0,0,14.985714285714286,0,Credit card (automatic) | Two year,0.025606186011606306
7746-AWNQW,Female,0,No,No,28,No,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,35.75,961.4,0,25-48mo,34.33571428571428,-1.4142857142857181,2,1,1,0,11.916666666666666,0,Mailed check | Month-to-month,0.31573555733985165
4851-BQDNX,Male,0,Yes,Yes,40,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,85.05,3355.65,0,25-48mo,83.89125,-1.1587499999999977,2,1,0,1,21.2625,0,Electronic check | One year,0.17166031223539213
4745-LSPLO,Male,0,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.5,20.5,1,0-6mo,20.5,0.0,0,0,1,0,20.5,1,Mailed check | Month-to-month,0.3139376617544882
6941-PMGEP,Female,0,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.0,412.5,1,0-6mo,82.5,2.5,1,1,1,1,26.666666666666668,0,Electronic check | Month-to-month,0.546216898869445
9728-FTTVZ,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.2,69.2,1,0-6mo,69.2,0.0,0,1,1,1,34.6,1,Electronic check | Month-to-month,0.545237048618192
7145-FEJWU,Female,0,No,Yes,12,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.3,1275.65,0,7-12mo,106.30416666666667,1.004166666666677,4,1,1,1,17.55,0,Electronic check | Month-to-month,0.545237048618192
0306-JAELE,Male,0,No,No,5,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,96.1,453.4,1,0-6mo,90.67999999999999,-5.420000000000002,3,1,1,1,19.22,0,Electronic check | Month-to-month,0.546216898869445
9435-JMLSX,Male,0,Yes,No,71,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),86.1,6045.9,0,61mo+,85.15352112676055,-0.9464788732394425,6,1,0,0,10.7625,0,Bank transfer (automatic) | Two year,0.03796251846211289
5835-BEQEU,Male,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.95,228.4,1,0-6mo,76.13333333333334,-0.8166666666666629,0,1,1,1,38.475,1,Electronic check | Month-to-month,0.5454685719986728
1577-HKTFG,Female,0,Yes,No,30,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),19.65,655.85,1,25-48mo,21.861666666666668,2.2116666666666696,0,0,1,0,19.65,0,Bank transfer (automatic) | Month-to-month,0.32882984484282995
9621-OUPYD,Female,0,Yes,No,25,Yes,No,No,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),20.2,507.9,0,25-48mo,20.316,0.11599999999999966,0,0,0,0,20.2,0,Bank transfer (automatic) | One year,0.09783147669196658
2207-RYYRL,Male,0,Yes,Yes,52,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,24.55,1331.05,0,49-60mo,25.597115384615385,1.0471153846153847,0,0,0,0,24.55,0,Mailed check | Two year,0.018393407614132714
0691-IFBQW,Female,1,No,No,46,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,110.0,4874.8,1,25-48mo,105.97391304347826,-4.026086956521738,5,1,0,1,15.714285714285714,0,Electronic check | One year,0.19001503032500247
8270-RKSAP,Male,0,No,No,9,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.5,597.9,0,7-12mo,66.43333333333334,-4.066666666666663,0,1,1,1,35.25,0,Electronic check | Month-to-month,0.545237048618192
0168-XZKBB,Female,0,Yes,No,19,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.85,1564.4,0,13-24mo,82.33684210526316,-4.513157894736835,1,1,1,1,28.95,0,Electronic check | Month-to-month,0.546216898869445
6789-HJBWG,Female,0,No,No,12,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,49.4,611.65,0,7-12mo,50.97083333333333,1.5708333333333329,1,1,1,1,16.466666666666665,0,Electronic check | Month-to-month,0.545237048618192
7856-GANIL,Male,1,Yes,No,45,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),98.7,4525.8,0,25-48mo,100.57333333333334,1.8733333333333348,4,1,0,0,16.45,0,Bank transfer (automatic) | One year,0.0973396383801464
8123-QBNAZ,Female,0,Yes,Yes,36,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),104.5,3684.95,0,25-48mo,102.35972222222222,-2.140277777777783,4,1,1,0,17.416666666666668,0,Credit card (automatic) | Month-to-month,0.31435662535902154
6075-SLNIL,Male,0,No,No,38,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),95.1,3691.2,0,25-48mo,97.13684210526316,2.036842105263162,3,1,1,0,19.02,0,Credit card (automatic) | Month-to-month,0.31435662535902154
3373-YZZYM,Male,0,Yes,Yes,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.2,19.2,0,0-6mo,19.2,0.0,0,0,1,0,19.2,1,Mailed check | Month-to-month,0.32649664757474545
1455-UGQVH,Male,0,Yes,No,10,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.5,1037.75,1,7-12mo,103.775,5.275000000000006,3,1,1,1,19.7,0,Electronic check | Month-to-month,0.546216898869445
3640-JQGJG,Male,0,Yes,Yes,13,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),44.8,559.2,0,13-24mo,43.01538461538462,-1.7846153846153783,0,1,1,0,22.4,0,Bank transfer (automatic) | Month-to-month,0.32653180742734916
3230-WYKIR,Male,0,No,No,18,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),82.0,1425.45,1,13-24mo,79.19166666666666,-2.808333333333337,4,1,0,0,13.666666666666666,0,Credit card (automatic) | One year,0.10978364799377616
2580-ASVVY,Female,0,Yes,No,37,No,No,DSL,Yes,No,No,Yes,Yes,No,Two year,No,Electronic check,45.4,1593.1,0,25-48mo,43.056756756756755,-2.3432432432432435,3,1,0,1,11.35,0,Electronic check | Two year,0.10404939398549622
2739-CCZMB,Male,0,No,Yes,5,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),20.35,122.0,0,0-6mo,24.4,4.049999999999997,0,0,1,0,20.35,0,Credit card (automatic) | Month-to-month,0.31913181905488835
4503-BDXBD,Male,0,No,No,11,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,74.95,815.5,1,7-12mo,74.13636363636364,-0.8136363636363626,1,1,1,1,24.983333333333334,0,Electronic check | Month-to-month,0.5290717551395768
9974-JFBHQ,Male,0,No,Yes,64,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.15,6171.2,0,61mo+,96.425,-2.7250000000000085,4,1,1,0,16.525000000000002,0,Credit card (automatic) | Month-to-month,0.31435662535902154
4727-MCYZG,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,55.55,55.55,0,0-6mo,55.55,0.0,1,1,1,0,18.516666666666666,1,Mailed check | Month-to-month,0.32649664757474545
3990-QYKBE,Male,1,Yes,No,37,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.5,3473.4,1,25-48mo,93.87567567567568,1.37567567567568,2,1,1,1,23.125,0,Electronic check | Month-to-month,0.5454685719986728
6891-JPYFF,Female,0,Yes,Yes,48,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),105.25,4997.5,0,25-48mo,104.11458333333333,-1.1354166666666714,4,1,1,0,17.541666666666668,0,Credit card (automatic) | Month-to-month,0.34472437750393026
1626-ERCMM,Male,1,Yes,No,20,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.55,1899.65,1,13-24mo,94.9825,0.43250000000000455,2,1,1,1,23.6375,0,Electronic check | Month-to-month,0.545237048618192
8663-UPDGF,Female,0,No,No,26,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),69.5,1800.05,0,25-48mo,69.2326923076923,-0.26730769230769624,3,1,1,0,13.9,0,Bank transfer (automatic) | Month-to-month,0.3239220770495539
0839-QNXME,Female,0,No,No,30,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),19.4,578.5,0,25-48mo,19.283333333333335,-0.11666666666666359,0,0,0,0,19.4,0,Credit card (automatic) | Two year,0.030586698494424087
8990-YOZLV,Female,0,No,No,69,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Mailed check,66.9,4577.9,0,61mo+,66.3463768115942,-0.5536231884058083,3,1,0,0,13.38,0,Mailed check | Two year,0.014912376026022764
1187-WILMM,Male,0,Yes,Yes,63,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),89.4,5597.65,0,61mo+,88.8515873015873,-0.5484126984127045,6,1,0,0,11.175,0,Credit card (automatic) | Two year,0.034133830315938946
4903-UYAVB,Male,0,Yes,No,5,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.35,126.05,1,0-6mo,25.21,5.859999999999999,0,0,1,0,19.35,0,Mailed check | Month-to-month,0.30736638261654076
4884-LEVMQ,Male,0,Yes,No,39,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),20.45,790.0,0,25-48mo,20.256410256410255,-0.1935897435897438,0,0,0,0,20.45,0,Bank transfer (automatic) | Two year,0.03564890894615033
0702-PGIBZ,Male,0,No,Yes,4,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.7,364.55,1,0-6mo,91.1375,-10.5625,3,1,1,1,20.34,0,Electronic check | Month-to-month,0.545237048618192
3716-LRGXK,Male,0,Yes,No,60,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),101.15,6067.4,0,49-60mo,101.12333333333332,-0.026666666666685046,3,1,0,0,20.23,0,Credit card (automatic) | Two year,0.02796202657841359
5449-FIBXJ,Male,0,Yes,Yes,19,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,103.3,2012.7,1,13-24mo,105.93157894736842,2.631578947368425,4,1,1,1,17.216666666666665,0,Electronic check | Month-to-month,0.5454685719986728
6688-UZPWD,Female,0,Yes,No,11,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.0,1145.35,1,7-12mo,104.12272727272726,2.1227272727272606,3,1,1,1,20.4,0,Electronic check | Month-to-month,0.546216898869445
1254-IZEYF,Female,1,No,No,31,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.95,3186.65,1,25-48mo,102.79516129032258,2.8451612903225794,3,1,1,1,19.990000000000002,0,Electronic check | Month-to-month,0.5344521458698098
0215-BQKGS,Male,0,No,No,30,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),84.3,2438.6,0,25-48mo,81.28666666666666,-3.0133333333333354,3,1,1,0,16.86,0,Credit card (automatic) | Month-to-month,0.31913181905488835
3785-KTYSH,Male,0,No,No,53,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,24.6,1279.0,0,49-60mo,24.132075471698112,-0.46792452830188935,0,0,0,0,24.6,0,Mailed check | Two year,0.018393407614132714
8481-YYXWG,Female,0,No,No,5,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.35,461.7,1,0-6mo,92.34,2.990000000000009,3,1,1,1,17.869999999999997,0,Electronic check | Month-to-month,0.5290717551395768
0549-CYCQN,Male,1,No,No,51,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),79.6,3974.7,0,49-60mo,77.93529411764706,-1.6647058823529335,1,1,0,0,26.53333333333333,0,Bank transfer (automatic) | One year,0.1002012485953969
2194-IIQOF,Female,0,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.3,6388.65,0,61mo+,89.98098591549295,0.6809859154929541,6,1,0,0,11.1625,0,Credit card (automatic) | Two year,0.02796202657841359
2481-SBOYW,Female,0,No,Yes,61,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),25.0,1498.35,0,61mo+,24.563114754098358,-0.43688524590164235,0,0,0,0,25.0,0,Credit card (automatic) | Two year,0.030112486114665573
3488-PGMQJ,Male,1,No,No,8,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.5,606.55,1,7-12mo,75.81875,1.3187499999999943,1,1,1,1,24.833333333333332,0,Electronic check | Month-to-month,0.546216898869445
8735-DCXNF,Male,0,Yes,No,10,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),54.95,568.85,0,7-12mo,56.885000000000005,1.9350000000000023,2,1,1,0,13.7375,0,Credit card (automatic) | Month-to-month,0.31435662535902154
7176-WIONM,Female,0,Yes,No,12,No,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),49.85,617.15,0,7-12mo,51.42916666666667,1.5791666666666657,3,1,1,0,12.4625,0,Bank transfer (automatic) | Month-to-month,0.32882984484282995
8548-AWOFC,Male,0,Yes,No,66,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,63.85,4264.6,0,61mo+,64.61515151515152,0.7651515151515227,2,1,1,1,15.9625,0,Electronic check | Month-to-month,0.545237048618192
6620-HVDUJ,Male,0,No,No,24,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),60.45,1440.75,0,13-24mo,60.03125,-0.41875000000000284,3,1,1,0,12.09,0,Bank transfer (automatic) | Month-to-month,0.32882984484282995
8976-OQHGT,Female,0,Yes,Yes,4,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,56.5,235.1,1,0-6mo,58.775,2.2749999999999986,2,1,1,0,14.125,0,Mailed check | Month-to-month,0.30736638261654076
4951-UKAAQ,Female,0,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,88.95,355.2,1,0-6mo,88.8,-0.15000000000000568,2,1,1,1,22.2375,0,Electronic check | Month-to-month,0.5344521458698098
6693-DJWTY,Female,0,No,Yes,35,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Credit card (automatic),55.6,2016.45,0,25-48mo,57.612857142857145,2.0128571428571433,2,1,0,0,13.9,0,Credit card (automatic) | One year,0.1172353041717614
6563-VNPMN,Female,1,No,No,45,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),85.7,3778.1,0,25-48mo,83.95777777777778,-1.7422222222222246,3,1,1,0,17.14,0,Bank transfer (automatic) | Month-to-month,0.32653180742734916
6333-YDVLT,Male,0,No,No,65,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),110.0,7138.65,0,61mo+,109.8253846153846,-0.17461538461539305,5,1,0,0,15.714285714285714,0,Credit card (automatic) | One year,0.11493617103246348
6551-GNYDG,Female,0,Yes,Yes,14,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),80.9,1152.8,0,13-24mo,82.34285714285714,1.442857142857136,1,1,1,0,26.96666666666667,0,Bank transfer (automatic) | Month-to-month,0.32882984484282995
2405-LBMUW,Female,0,Yes,Yes,61,No,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),50.7,3088.75,0,61mo+,50.635245901639344,-0.06475409836065893,4,1,0,0,10.14,0,Bank transfer (automatic) | One year,0.0973396383801464
9541-ZPSEA,Male,0,Yes,Yes,68,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Credit card (automatic),80.35,5375.15,0,61mo+,79.04632352941177,-1.303676470588229,2,1,0,0,20.0875,0,Credit card (automatic) | Two year,0.030112486114665573
6543-JXSOO,Female,0,Yes,Yes,23,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,57.75,1282.85,0,13-24mo,55.77608695652174,-1.9739130434782624,3,1,0,0,11.55,0,Mailed check | One year,0.08163496140380183
6968-GMKPR,Female,0,No,No,55,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,81.55,4509.5,0,49-60mo,81.99090909090908,0.4409090909090878,2,1,1,1,20.3875,0,Electronic check | Month-to-month,0.545237048618192
4195-PNGZS,Male,0,Yes,Yes,69,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),24.45,1718.2,0,61mo+,24.90144927536232,0.4514492753623216,0,0,0,0,24.45,0,Bank transfer (automatic) | Two year,0.03564890894615033
4646-QZXTF,Female,0,Yes,No,7,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),81.25,580.1,0,7-12mo,82.87142857142858,1.6214285714285808,5,1,1,0,11.607142857142858,0,Bank transfer (automatic) | Month-to-month,0.33828811004083686
7564-GHCVB,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),79.05,5730.7,0,61mo+,79.59305555555555,0.5430555555555543,1,1,0,0,26.349999999999998,0,Bank transfer (automatic) | Two year,0.03796251846211289
1534-OULXE,Female,0,Yes,Yes,61,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Bank transfer (automatic),49.7,2961.4,0,61mo+,48.54754098360656,-1.1524590163934434,1,1,0,0,16.566666666666666,0,Bank transfer (automatic) | One year,0.09097512356298298
8348-JLBUG,Male,1,Yes,No,64,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Credit card (automatic),80.3,5017.7,0,61mo+,78.4015625,-1.8984375,2,1,0,0,20.075,0,Credit card (automatic) | One year,0.11493617103246348
8290-YWKHZ,Female,1,Yes,No,32,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.2,2931.0,1,25-48mo,91.59375,-1.6062500000000028,2,1,1,1,23.3,0,Electronic check | Month-to-month,0.5290717551395768
6618-RYATB,Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,79.55,79.55,1,0-6mo,79.55,0.0,1,1,1,0,26.516666666666666,1,Mailed check | Month-to-month,0.3139376617544882
0641-EVBOJ,Male,0,No,No,3,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,82.3,214.4,0,0-6mo,71.46666666666667,-10.833333333333329,2,1,1,0,20.575,1,Mailed check | Month-to-month,0.31573555733985165
3039-MJSLN,Male,0,No,Yes,3,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),20.2,50.6,0,0-6mo,16.866666666666667,-3.333333333333332,0,0,1,0,20.2,1,Bank transfer (automatic) | Month-to-month,0.3239220770495539
8661-BOYNW,Female,0,Yes,No,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),84.4,6096.45,0,61mo+,84.67291666666667,0.27291666666666003,5,1,0,0,12.057142857142859,0,Credit card (automatic) | Two year,0.02796202657841359
4310-KEDTB,Female,0,No,Yes,26,No,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,29.8,786.5,0,25-48mo,30.25,0.4499999999999993,1,1,1,0,14.9,0,Mailed check | Month-to-month,0.3139376617544882
1116-DXXDF,Male,0,No,No,39,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,100.45,3801.7,0,25-48mo,97.47948717948718,-2.9705128205128233,4,1,0,1,16.741666666666667,0,Electronic check | Two year,0.093452036196277
